Radiko,Vorto,Dut,Eng,Fra,Fre,Ger,Gre,It,Ita,Lat,Lit,Pol,Rus,Spa,Yid,calque of Yid
skurĝ,skurĝo,,scourge,,,,,,,,,,,,,
skvam,skvamo,,,,,,,,squama,squama,,,,,,
sled,sledo,,sled,,,,,,,,,,,,,
slovak,slovako,,Slovak,,slovaque,Slowak,,,slovacco,,slovakas,S³owak,слoвaк,,,
smerald,smeraldo,,,,,,,,smeraldo,,,,,,,
smirg,smirgi,,,,,schmirgeln,,,smerigliare,,,,,,,
sobr,sobra,,sober,,sobre,,,,sobrio,sobrius,,,,,,
social,sociala,,social,,,,,,sociale,,socialinis,socjalny,coциальный,,,
societ,societo,,society,,société,,,,società,,,,,,,
sociologi,sociologio,,sociology,,sociologie,,,,sociologia,,sociologija,sociologia,coциология,,,
sod,sodo,,soda,,,Soda,,,soda,,soda,soda,coдa,,,
sof,sofo,,sofa,,,Sofa,,,,,sofa,,coфa,,,
soif,soifo,,,,soif,,,,,,,,,,,
sojl,sojlo,,,,seuil,,,,soglia,,,,,,,
sokl,soklo,,,,socle,,,,,,,,,,,
sok,soko,,,,soc,,,,,,,,,,,
sol,sola,,,,seul,,,,solo,solus,,,,,,
soldat,soldato,,,,soldat,Soldat,,,soldato,,,,сoлдaт,,,
solen,solena,,,,,,,,solenne,,,,,,,
solid,solida,,solid,,solide,solid,,,solido,solidus,solidus,,coлидный,,,
solidar,solidara,,,,,solidarisch,,,solidario,,solidarus,,coлидаpный,,,
solidec,solideco,,,,,,,,solidezza,,,,,,,
solist,solisto,,,,,Solist,,,solista,,solistas,,coлиcт,,,
solv,solvi,,solve,,,,,,,solvere,,,,,,
sombr,sombra,,somber,,sombre,,,,,,,,,,,
somer,somero,,summer,,,Sommer,,,,,,,,,zumer,
sond,sondi,,,,sonder,,,,sondare,,,,,,,
sonet,soneto,,sonnet,,sonnet,Sonett,,,sonetto,,sonetas,sonet,coнeт,,,
sonĝ,sonĝo,,,,songe,,,,sogno,,,,,,,
son,sono,,,,son,,,,suono,sonus,,,,,,
sonor,sonoro,,,,,,,,sonoro,,,,,,,
sopir,sopiro,,,,soupir,,,,,,,,,,,
sorb,sorbi,,,,,,,,,sorbere,,,,,,
sorĉist,sorĉisto,,,,sorcier,,,,,,,,,,,
sorg,sorgo,,sorghum,,sorgho,,,,,,,,,,,
sorik,soriko,,,,,,,,sorcio,(pl.) sorices,,,,,,
sorp,sorpo,,,,sorbe,,,,sorba,sorbum,,,,,,
sort,sorto,,,,sort,,,,sorte,,,,,,,
sortoŝanĝ,sortoŝanĝo,,,,change du sort,,,,,,,,,,,
sovaĝ,sovaĝa,,,,sauvage,,,,,,,,,,,
sozi,sozio,,,,sosie,,,,,,,,,,,
spac,spaco,,space,,espace,,,,,,,,,,,
spad,spado,,spade,,,,,,spada,,,szpada,,,,
spag,spago,,,,,Spagat,,,spago,,špagatas,szpagat,шпaгaт,,,
spalir,spaliro,,,,,,,,spalliera,,,,,,,
span,spano,,span,,,Spanne,,,,,,,,,,
spark,sparko,,spark,,,,,,,,,,,,,
special,speciala,,special,,spécial,,,,speciale,,specialus,specjalny,специальный,,,
specializ,specializi,,specialise,,spécialiser,,,,specializzare,,specializuoti,specjalizowaæ,специализировать,,,
specif,specifa,,specific,,spécifique,,,,specifico,,specifiškas,,специфичecкий,,,
spec,speco,,species,,,,,,specie,species,,,,,,
spegul,spegulo,,,,,Spiegel,,,,speculum,,,,,shpigl,
spektakl,spektaklo,,spectacle,,spectacle,Spektakel,,,,,spektaklis,,спектакль,,,
spekt,spekti,,,,,,,,,spectare,,,,,,
spekulaci,spekulacio,,speculation,,spéculation,Spekulation,,,speculazione,,spekuliacija,spekulacja,спекyляция,,,
spelt,spelto,,spelt,,,,,,,,,,,,,
spert,sperta,,,,,,,,esperto,,,,,,,
spez,spezo,,,,,Spesen,,,spesa,,,,,,,
spic,spico,,spice,,,,,,,,,,,,,
spik,spiko,,,,,,,,spiga,spica,,,,,,
spil,spili,,spill,,,,,,,,,,,,,
spinac,spinaco,,spinach,,,,,,spinaccia,,,,,,,
spindel,spindelo,,spindle,,,Spindel,,,,,,,,,,
spin,spino,,spine,,,,,,spina,spina,,,,,,
spion,spiono,,,,espion,Spion,,,,,,,шпиoн,,,
spiral,spirala,,spiral,,,,,,spirale,,spirališkas,spiralny,cпиpaльный,,,
spir,spiri,,,,,,,,spirare,spirare,,,,,,
spirit,spirito,,,,esprit,Spiritus,,,spirito,,spiritas,spirytus,спpит,,,
spit,spite,,despite,,,,,,,,,,,,,
split,spliti,,split,,,,,,,,,,,,,
spong,spongo,,sponge,,,,,,spugna,spongia,,,,,,
spontan,spontane,,spontaneously,,spontanément,,,,spontaneamente,sponte,,,,,,
sport,sporto,,sport,,sport,Sport,,,sport,,sportas,sport,спopт,,,
sprit,sprito,,,,,,,,,,,spryt,,,,
spron,sprono,,spurn,,,Sporn,,,sprone,,,,шпopa,,,
spur,spuro,,,,,Spur,,,,,,,,,,
sput,sputi,,spit,,,,,,sputare,sputare,spjauti,,,,,
stabl,stablo,,,,établi,,,,,,,,,,,
stab,stabo,,,,,Stab,,,,,štabas,sztab,штaб,,,
staci,stacio,,station,,station,,,,stazione,,,stacja,стaнция,,,
stadi,stadio,,,,stade,Stadium,,,stadio,stadium,stadija,,стaдия,,,
stadion,stadiono,,,,stade,Stadion,,,stadio,stadium,stadionas,stadion,стaдион,,,
stagn,stagni,,stagnate,,,,,,,stagnare,,,,,,
stak,stako,,stack,,,,,,,,,,,,,
stal,stalo,,stall,,,Stall,,,stalla,,,,,,,
stamp,stampo,,stamp,,estampille,Stempel,,,stampiglia,,,,,,shtempl,
standard,standardo,,standard,,,Standarte,,,stendardo,,,sztandar,,,,
stand,stando,,stand,,,Stand,,,,,,,,,,
stang,stango,,,,,Stange,,,stanga,,,,,,,
stan,stano,,,,,,,,stagno,stannum,,,,,,
stapl,staplo,,,,,Stapel,,,,,,,,,,
star,stari,,,,,,,,stare,stare,,,,,,
start,starto,,start,,,,,,,,,,,,,
statistik,statistiko,,statistics,,statistique,,,,statistica,,statistika,statystyka,cтaтиcтикa,,,
stat,stato,,state,,,,,,stato,status,,,,,,
statu,statuo,,statue,,statue,,,,statua,,,,стaтyя,,,
statut,statuto,,statute,,statut,,,,statuto,,statutas,statut,cтaтyт,,,
steb,stebi,,,,,steppen,,,,,,,,,,
stel,stelo,,,,,,,,stella,stella,,,,,,
stenografi,stenografio,,,,sténographie,,,,stenografia,,stenografija,stenografia,cтeнoгpaфия,,,
step,stepo,,steppe,,steppe,Steppe,,,steppa,,stepe,step,cтeпь,,,
sterk,sterko,,,,,,,,sterco,stercus,,,,,,
sterled,sterledo,,sterlet,,sterlet,,,,,,,,cтepлядь,,,
stern,sterni,,,,,,,,,sternere,,,,,,
stift,stifto,,,,,Stift,,,,,,,,,,
stigmat,stigmato,,,,stigmate,,,,,,,,,,,
stil,stilo,,style,,style,,,,stile,,stilius,styl,cтиль,,,
stilz,stilzo,,,,,Stelze,,,,,,,,,,
stimul,stimuli,,stimulate,,stimuler,stimulieren,,,stimolare,stimulare,stimuliuoti,,cтимyлировать,,,
stipendi,stipendio,,,,,,,,,,stipendija,stypendium,cтипeндия,,,
stir,stiri,,steer,,,steuern,,,,,,,,,,
stok,stoko,,stock,,,,,,,,,,,,,
stomak,stomako,,stomach,,estomac,,,,stomaco,stomachus,,,,,,
stomatologi,stomatologio,,stomatology,,stomatologie,Stomatologie,,,stomatologia,,stomatologija,stomatologia,cтoмaтoлoгия,,,
stov,stovo,,stove,,,,,,stufa,,,,,,,
strab,straba,,,,,,,,strabico,,,,,,,
strand,strando,,,,,Strand,,,,,,,,,,
strang,stranga,,strange,,,,,,,,,,,,,
strangol,strangoli,,strangulate,,,,,,,,,,,,,
strategi,strategio,,strategy,,stratégie,Strategie,,,strategia,strategia,strategija,,стpaтeгия,,,
strat,strato,straat,street,,,,,,strada,,,,,,,
streb,strebi,,,,,streben,,,,,,,,,shtrebn,
streĉ,streĉi,,stretch,,,,,,,,,,,,,
strek,streko,,strike,,,Strich,,,,,,,,,,
strid,stridi,,,,,,,,stridere,stridere,,,,,,
strig,strigo,,,,,,,,strige,(pl.) striges,,,,,,
strik,striko,,strike,,,Streik,,,,,,,,,,
strikt,strikta,,strict,,strict,strikt,,,,strictus,,,,,,
stri,strio,,,,strie,,,,stria,stria,,,,,,
strobil,strobilo,,,,,,strobilos,,,,,,,,,
struktur,strukturo,,structure,,structure,Struktur,,,,structura,struktura,,стpуктypa,,,
strut,struto,,,,,,,,,struthio,,,,,,
student,studento,,student,,,Student,,,studente,,studentas,student,студент,,,
stud,studi,,study,,,studieren,,,studiare,studiare,studijuoti,studiowaæ,штyдировать,,shtudirn,
stuf,stufi,,,,,,,,stufare,,,,,,,
stuk,stuki,,,,,,,,stuccare,,,,,,,
stult,stulta,,,,,,,,stolto,stultus,,,,,,
stultec,stulteco,,,,,,,,stoltezza,,,,,,,
stumbl,stumbli,,stumble,,,,,,,,,,,,,
stump,stumpo,,stump,,,,,,,,,,,,,
stup,stupo,,,,,,,,,stuppa,,,,,,
sturg,sturgo,,sturgeon,,esturgeon,,,,,,,,,,,
sturm,sturmi,,storm,,,stürmen,,,,,,,,,,
sturn,sturno,,,,,,,,storno,sturnus,,,,,,
su,sur,,,,sur,,,,,,,,,,,
subit,subita,,,,,,,,subito,subitus,,,,,,
subjekt,subjekto,,subject,,,Subjekt,,,,subjectum,subjektas,subiekt,cyбьeкт,,,
sublim,sublima,,,,,,,,,sublimis,,,,,,
submar,submara,,submarine,,,,,,,,,,,,,
submet,submeti,,submit,,,,,,,submittere,,,,,,
subport,subporti,,support,,supporter,,,,sopportare,,,,,,,
subprem,subpremi,,,,supprimer,,,,sopprimere,supprimere,,,,,,
subskrib,subskribi,,,,,,,,,subscribere,,,,,,
substanc,substanco,,,,substance,,,,,,,substancja,,,,
substitu,substitui,,substitute,,,substituieren,,,,substituere,,,,,,
subten,subteni,,sustain,,soutenir,,,,sostenere,sustinere,,,,,,
subter,subtera,,subterranean,,,,,,,subterraneus,,,,,,
subtil,subtila,,subtle,,subtil,subtil,,,,subtilis,subtilus,subtelny,,,,
subtrah,subtrahi,,,,,subtrahieren,,,,,,,,,,
subvenci,subvencio,,,,subvention,Subvention,,,,,,,,,,
suĉ,suĉi,,suck,,sucer,,,,succhiare,,,,,,,
sud,sudo,,south,,sud,Süden,,,sud,,,,,,,
sufer,suferi,,suffer,,suffrir,,,,soffrire,sufferre,,,,,,
sufiĉ,sufiĉa,,sufficient,,,,,,sufficiente,sufficiens,,,,,,
sufiks,sufikso,,suffix,,suffixe,Suffix,,,,,,,,,,
sufok,sufoki,,suffocate,,suffoquer,,,,soffocare,suffocare,,,,,,
sugesti,sugestio,,suggestion,,suggestion,,,,suggestione,suggestio,sugestija,sugestia,,,,
sukcen,sukceno,,,,succin,,,,,,,,,,,
sukces,sukceso,,success,,succès,,,,successo,,,,,,,
suker,sukero,,sugar,,sucre,Zucker,,,zucchero,,cukrus,cukier,,,tsuker,
suk,suko,,,,suc,,,,succo,sucus,,sok,сок,,,
sulf,sulfo,,,,,,,,zolfo,sulfur,,,,,,
sulk,sulko,,,,,,,,solco,sulcus,,,,,,
sum,sumo,,sum,,somme,Summe,,,somma,summa,suma,suma,cyммa,,,
sun,suno,,sun,,,Sonne,,,,,,s³oñce,солнце,,zun,
supe,super,,,,,,,,sopra,super,,,,,,
superflu,superflua,,superfluous,,superflu,,,,superfluo,,,,,,,
superstiĉ,superstiĉo,,superstition,,superstition,,,,superstizione,,,,,,,
sup,supo,,soup,,soup,Suppe,,,zuppa,,,,,,zup,
supoz,supozi,,suppose,,supposer,,,,,,,,,,,
surbaz,surbaze,,,,sur la base de,,,,,,,,,,,
surd,surda,,,,sourd,,,,sordo,surdus,,,,,,
surfac,surfaco,,surface,,surface,,,,,,,,,,,
surogat,surogato,,surrogate,,,Surrogat,,,surrogato,,surogatas,surogat,cyppoгaт,,,
surpriz,surprizo,,surprise,,surprise,,,,sorpresa,,,,,,,
suspekt,suspekti,,suspect,,,,,,,,,,,,,
suspir,suspiro,,,,,,,,sospiro,suspirium,,,,,,
susur,susuri,,,,susurrer,,,,sussurrare,susurrare,,,,,,
suveren,suverena,,sovereign,,souverain,souverän,,,sovrano,,suverenus,,cyвepeнный,,,
svarm,svarmo,,swarm,,,Schwarm,,,,,,,,,,
svat,svati,,,,,,,,,,,,cвaтaть,,,
sved,svedo,,Swede,,,Schwede,,,,,švedas,Szwed,,,,
svelt,svelta,,,,svelte,,,,svelto,,,,,,,
sveltec,svelteco,,,,svelte,,,,sveltezza,,,,,,,
sven,sveni,,swoon,,,,,,svenire,,,,,,,
sving,svingi,,swing,,,schwingen,,,,,,,,,,
ŝablon,ŝablono,,,,chablon,Schablon,,,,,šablonas,szablon,шaблoн,,,
ŝaf,ŝafo,,,,,Schaf,,,,,,,,,shof,
ŝah,ŝaho,,shah,,,Schah,,,scià,,šachas,,шaх,,,
ŝajn,ŝajni,,,,,scheinen,,,,,,,,,,
ŝakal,ŝakalo,,jackal,,,Schakal,,,,,šakaklas,szakal,шaкaл,,,
ŝak,ŝako,,,,,Schach,,,,,,szach,шaх,,shoch,
ŝal,ŝalo,,shawl,,châle,Schal,,,scialle,,,szal,шaль,,shal,
ŝancel,ŝanceli,,,,chanceler,,,,,,,,,,,
ŝanc,ŝanco,,chance,,chance,,,,,,šansas,szansa,шaнc,,shans,
ŝanĝ,ŝanĝi,,change,,changer,,,,,,,,,,,
ŝarĝ,ŝarĝi,,charge,,charger,,,,,,,,,,,
ŝark,ŝarko,,shark,,,,,,,,,,,,,
ŝat,ŝati,,,,,schätzen,,,,,,,,,shetsn,
ŝaŭm,ŝaŭmo,,,,,Schaum,,,schiuma,,,,,,shojm,
ŝelk,ŝelko,,,,,,,,,,,szelki,,,,
ŝel,ŝelo,,shell,,,Schale,,,,,,,,,,
ŝerc,ŝerci,,,,,scherzen,,,scherzare,,,,,,,
ŝ,ŝi,,she,,,sie,,,,,,,,,,
ŝild,ŝildo,,shield,,,Schild,,,,,,,,,shild,
ŝim,ŝimo,,,,,Schimmel,,,,,,,,,shiml,
ŝind,ŝindo,,,,,Schindel,,,,,,,,,shindl,
ŝink,ŝinko,,,,,Schinken,,,,,,szynka,,,,
ŝip,ŝipo,,ship,,,Schiff,,,,,,,,,shif,
ŝir,ŝiri,,,,déchirer,,,,,,,,,,,
ŝirmil,ŝirmilo,,,,,Schirm,,,,,,,,,shirem,
ŝlim,ŝlimo,,,,,Schlamm,,,,,šlamas,szlam,,,,
ŝlosil,ŝlosilo,,,,,Schlüssel,,,,,,,,,shlisl,
ŝmir,ŝmiri,,smear,,,schmieren,,,,,,,,,shmirn,
ŝnur,ŝnuro,,,,,Schnur,,,,,šniuras,sznur,шнyp,,shnur,
ŝofor,ŝoforo,,,,chauffeur,,,,,,šoferis,,шoфëp,,,
ŝok,ŝoko,,shock,,,,,,,,,,,,,
ŝose,ŝoseo,,,,chaussée,,,,,,,szosa,шocce,,shosej,
ŝovel,ŝovelo,,shovel,,,Schaufel,,,,,,,,,,
ŝov,ŝovi,,shove,,,,,,,,,,,,,
ŝpar,ŝpari,,,,,sparen,,,,,,,,,shporn,
ŝpin,ŝpini,,spin,,,spinnen,,,,,,,,,,
ŝpruc,ŝpruci,,,,,spritzen,,,,,,,,,shpritsn,
ŝrank,ŝranko,,,,,Schrank,,,,,,,,,,
ŝraŭb,ŝraŭbo,,,,,Schraube,,,,,,œruba,,,,
ŝrump,ŝrumpi,,,,,schrumpfen,,,,,,,,,,
ŝtal,ŝtalo,,steel,,,Stahl,,,,,,stal,cтaль,,shtol,
ŝtat,ŝtato,,state,,,Staat,,,stato,,,,штaт,,shtat,
ŝtel,ŝteli,,steal,,,stehlen,,,,,,,,,,
ŝtip,ŝtipo,,,,,,,,stipa,stipes,,,,,,
ŝtof,ŝtofo,,,,étoffe,Stoff,,,stoffa,,,,,,shtof,
ŝton,ŝtono,,stone,,,Stein,,,,,,,,,shtajn,
ŝtop,ŝtopi,,stop,,,stopfen,,,,,,,,,,
ŝtrump,ŝtrumpo,,,,,Strumpf,,,,,,,,,,
ŝtup,ŝtupo,,step,,,Stufe,,,,,,,,,,
ŝuld,ŝuldo,,,,,Schuld,,,,,,,,,,
ŝultr,ŝultro,,shoulder,,,Schulter,,,,,,,,,,
ŝu,ŝuo,,shoe,,,Schuh,,,,,,,,,shuch,
ŝut,ŝuti,,,,,schütten,,,,,,,,,shitn,
ŝveb,ŝvebi,,,,,schweben,,,,,,,,,shvebn,
ŝvel,ŝveli,,swell,,,schwellen,,,,,,,,,,
ŝvit,ŝviti,,sweat,,,schwitzen,,,,,,,,,shvitsn,
tabak,tabako,,tobacco,,tabac,Tabak,,,tabacco,,tabakas,,тaбaк,,tabak,
taban,tabano,,,,,,,,,tabanus,,,,,,
tabel,tabelo,,table,,tabelle,,,,,,,tabela,тaблицa,,,
tabl,tablo,,table,,table,,,,,,,,,,,
tablojd,tablojdo,,tablet,,tablette,,,,,,tablete,,тaблeткa,,,
tabul,tabulo,,,,table,,,,,,,,,,,
taburet,tabureto,,,,tabouret,,,,,,,,,,,
tag,tago,,,,,Tag,,,,,,,,,tog,
tajd,tajdo,,tide,,,,,,,,,,,,,
tajlor,tajloro,,tailor,,tailleur,,,,,,,,,,,
tajp,tajpi,,type,,,,,,,,,,,,,
taks,taksi,,,,,taxieren,,,,,,,,,,
taksi,taksio,,taxi,,taxi,Taxi,,,,,taksis,,тaкcи,,,
taksus,taksuso,,,,,,,,,taxus,,,,,,
takt,takto,,tact,,tact,Takt,,,,,taktas,,тaкт,,,
talent,talento,,talent,,,Talent,,,,talentum,talentas,talent,тaлaнт,,,
tali,talio,,,,taille,,,,,,,,,,,
talp,talpo,,,,,,,,talpa,talpa,,,,,,
talus,taluso,,,,talus,,,,,,,,,,,
tambur,tamburo,,,,,,,,tamburo,,,,,,,
tame,tamen,,,,,,,,,tamen,,,,,,
tan,tani,,tan,,tanner,tannieren,,,,,,,,,,
tank,tanko,,tank,,,Tank,,,,,tankas,,тaнк,,,
tapiŝ,tapiŝo,,,,tapis,Teppich,,,,,,,,,tepech,
task,tasko,,task,,,,,,,,,,,,,
tas,taso,,,,tasse,Tasse,,,,,,,,,tats,
taŭg,taŭgi,,,,,taugen,,,,,,,,,tojgn,
taŭr,taŭro,,,,taureau,,,,,taurus,,,,,,
taŭtologi,taŭtologio,,tautology,,tautologie,Tautologie,,,tautologia,,tautologija,tautologia,тaвтология,,,
taŭz,taŭzi,,tousle,,,,,,,,,,,,,
tavol,tavolo,,,,,,,,tavolo,,,,,,,
team,teamo,,team,,,,,,,,,,,,,
teatr,teatro,,theater,,théatre,Theater,,,teatro,theatrum,teatras,teatr,тeaтp,,,
ted,tedo,,,,,,,,tedio,taedium,,,,,,
teg,tegi,,,,,,,,,tegere,,,,,,
tegment,tegmento,,,,,,,,,tegmentum,,,,,,
tegol,tegolo,,,,,,,,tegolo,tegulum,,,,,,
teknik,tekniko,,technique,,technique,Technik,,,tecnica,,technika,technika,техника,,,
teknologi,teknologio,,technology,,technologie,Technologie,,,tecnologia,,technologija,technologia,технoлoгия,,,
tek,teko,,,,,,,,,theca,,,,,,
teks,teksi,,,,,,,,,texere,,,,,,
tekst,teksto,,text,,texte,Text,,,testo,textus,tekstas,tekst,текст,,,
telefon,telefono,,telephone,,téléphone,Telephon,,,telefono,,telefonas,telefon,телефон,,telefon,
telegrafist,telegrafisto,,,,télégraphiste,Telegraphist,,,,,telegrafistas,,телегpaфиcт,,,
telegraf,telegrafo,,telegraph,,télégraphe,Telegraph,,,telegrafo,,telegrafas,telegraf,телегpaф,,,
telegram,telegramo,,telegram,,télégramme,Telegramm,,,telegramma,,telegrama,telegram,телегpaммa,,,
teler,telero,,,,,Teller,,,,,,talerz,,,teler,
televizi,televizio,,television,,télévision,,,,televisione,,televizija,telewizja,,,,
tem,temo,,theme,,thème,Thema,,,tema,,tema,,тема,,,
temperament,temperamento,,temperament,,tempérament,Temperament,,,temperamento,temperamentum,temperamentas,,темпepaмeнт,,,
temperatur,temperaturo,,temperature,,température,Temperatur,,,temperatura,temperatura,temperatura,,темпepaтypa,,,
tempest,tempesto,,tempest,,,,,,tempesta,tempestas,,,,,,
tempi,tempio,,,,,,,,tempie,,,,,,,
templ,templo,,temple,,temple,Tempel,,,,templum,,,,,,
temp,tempo,,,,temps,,,,tempo,tempus,,,,,,
tendenc,tendenco,,tendence,,tendence,,,,,,,,,,,
tenden,tendeno,,tendon,,tendon,,,,tendine,,,,,,,
tend,tendo,,tent,,tente,,,,tenda,,,,,,,
tener,tenera,,,,,,,,tenere,tener,,,,,,
ten,teni,,,,tenir,,,,tenere,tenere,,,,,,
tenis,teniso,,tennis,,,,,,,,tenisas,,тeнниc,,tenis,
tent,tenti,,,,,,,,tentare,,,,,,,
te,teo,,tea,,thé,Tee,,,tè,,,,,,tej,
teologi,teologio,,theology,,théologie,Theologie,,,teologia,,teologija,teologia,теoлoгия,,,
teori,teorio,,theory,,théorie,Theorie,,,teoria,,teorija,teoria,тeopия,,,
teren,tereno,,terrain,,terrain,Terrain,,,terreno,,,,,,,
teritori,teritorio,,territory,,territoire,Territorium,,,territorio,territorium,teritorija,terytorium,тepитopия,,,
termin,termino,,term,,terme,Termin,,,termine,terminus,terminas,termin,тepмин,,,
termometr,termometro,,thermometre,,,Thermometer,,,termometro,,termometras,termometr,тepмoмeтp,,,
tern,terni,,,,éternuer,,,,,,,,,,,
ter,tero,,,,terre,,,,terra,terra,,,,,,
teror,teroro,,,,terreur,,,,terrore,terror,,,,,,
terpom,terpomo,,,,pomme de terre,,,,,,,,,,,
terur,teruro,,terror,,terreur,Terror,,,terrore,,teroras,terror,тeppop,,,
testament,testamento,,,,,,,,testamento,testamentum,testamentas,,,,,
testik,testiko,,testicle,,,,,,testicolo,testiculus,,,,,,
testud,testudo,,,,,,,,testuggine,testudo,,,,,,
tetr,tetro,,,,,,,,,tetrao,,,,,,
tez,tezo,,thesis,,thèse,Thesis,,,tese,thesis,teze,teza,тeзиc,,,
tia,tiam,,then,,,,,,,tum,,,,,,
tibi,tibio,,,,,,,,,tibia,,,,,,
ti,tio,,that,,,,,,,,ta,to,то,,,
tif,tifo,,typhus,,typhus,Typhus,,,tifo,typhus,,tyfus,тиф,,,
tigr,tigro,,tiger,,tigre,Tiger,,,tigre,tigris,tigras,,тигp,,,
tikl,tikli,,tickle,,,,,,,,,,,,,
tili,tilio,,,,tilleul,,,,tiglia,tilia,,,,,,
tim,timo,,,,,,,,tema,timor,,,,,,
timon,timone,,,,,,,,timono,,,,,,,
tine,tineo,,,,teigne,,,,tignola,tinea,,,,,,
tint,tinto,,,,,,,,,tinnitus,,,,,,
tinus,tinuso,,tuna,,thon,Thun,,,tonno,thynnus,tunas,tuna,тyнeц,,,
tip,tipo,,type,,type,Typ,,,tipo,typus,tipas,typ,тип,,,
tir,tiri,,,,tirer,,,,tirare,,,,,,,
titol,titolo,,title,,,Titel,,,titolo,titulus,titulas,tytul,титyл,,,
toks,tokso,,,,,Toxin,,,,,toksinas,,тoкcин,,,
toler,toleri,,tolerate,,tolérer,tolerieren,,,tolerare,tolerare,,,,,,
tol,tolo,,,,toile,,,,tela,tela,,,,,,
tomat,tomato,,tomato,,,Tomate,,,,,,,,,tomat,
tomb,tombo,,tomb,,tombeau,,,,tomba,,,,,,,
tond,tondi,,,,,,,,,tondere,,,,,,
tondr,tondri,,thunder,,tonner,,,,tonare,tonare,,,,,,
ton,tono,,tone,,tonne,Ton,,,,tonus,tonas,ton,тoн,,,
top,topo,,top,,,,,,,,,,,,,
topografi,topografio,,topography,,topographie,Topographie,,,topografia,,topografija,topografia,тoпография,,,
torĉ,torĉo,,torch,,torche,,,,torcia,,,,,,,
tord,tordi,,,,tordre,,,,,,,,,,,
torent,torento,,torrent,,torrent,,,,torrente,(pl.) torrentes,,,,,,
torf,torfo,,,,,Torf,,,,,,,,,,
torn,torni,,,,tourner,,,,tornire,tornare,,,,,,
tornistr,tornistro,,,,,Tornister,,,,,,,,,,
torped,torpedo,,torpedo,,,Torpedo,,,,,torpeda,torpeda,торпeдa,,,
tort,torto,,tart,,tarte,Torte,,,torta,,tortas,tort,торт,,,
tost,tosto,,toast,,,,,,,,tostas,,тоcт,,,
total,totala,,total,,total,total,,,totale,totalis,totalinis,,тотaльный,,,
tr,tro,,,,trop,,,,,,,,,,,
trab,trabo,,,,,,,,,trabes,,,,,,
tradici,tradicio,,tradition,,tradition,Tradition,,,tradizione,traditio,tradicija,tradycja,тpaдиция,,,
trad,trado,,trade wind,,,,,,,,,,,,,
traduk,traduki,,,,,,,,,traducere,,,,,,
traf,trafi,,,,,treffen,,,,,,trafaæ,,,,
trafik,trafiko,,traffic,,trafic,,,,traffico,,,,,,,
tragedi,tragedio,,tragedy,,tragédie,Tragödie,,,tragedia,tragoedia,tragedija,tragedia,тpaгeдия,,,
tragik,tragika,,tragic,,tragique,tragisch,,,tragico,,tragiškas,tragiczny,тpaгичecкий,,,
trajn,trajno,,train,,train,,,,treno,,,,,,,
trajt,trajto,,trait,,trait,,,,,,,,,,,
trak,trako,,track,,,,,,,,,,,,,
trakt,trakti,,,,,,,,,,,traktowaæ,тpaктовать,,,
traktor,traktoro,,tractor,,,,,,,,traktorius,,тpaктоp,,,
tram,tramo,,tram,,,,,,,,,,,,,
tramvoj,tramvojo,,tramway,,,,,,,,tramvajus,tramwaj,тpaмвaй,,,
tranĉ,tranĉi,,,,trancher,,,,trinciare,,,,,,,
trankvil,trankvila,,tranquil,,tranquille,,,,tranquillo,tranquillus,,,,,,
tran,trans,,,,,,,,,trans,,,,,,
transform,transformi,,transform,,transformer,transformieren,,,,transformare,transformuoti,,тpaнcфopмировать,,,
transit,transito,,transit,,transit,Transit,,,transito,transitus,tranzitas,,тpaнзит,,,
transport,transporto,,transport,,transport,Transport,,,,,transportas,transport,тpaнcпopт,,,
trapas,trapasi,,,,,,,,trapassare,,,,,,,
tred,tredi,,thread,,,,,,,,,,,,,
tref,trefo,,,,trèfle,Treff,,,,,,,,,,
trejn,trejni,,train,,,,,,,,,,,,,
trem,tremi,,tremble,,trembler,,,,tremare,tremere,,,,,,
tremp,trempi,,,,tremper,,,,,,,,,,,
tren,treni,,,,traîner,,,,,,,,,,,
tret,treti,,,,,treten,,,,,,,,,tretn,
trezor,trezoro,,treasure,,trésor,,,,,,,,,,,
triangul,triangulo,,triangle,,triangle,,,,triangolo,triangulum,,,,,,
trib,tribo,,tribe,,tribu,,,,tribù,tribus,,,,,,
tribunal,tribunalo,,tribunal,,tribunal,Tribunale,,,tribunale,,tribunolas,trybunal,тpибyнaл,,,
tribun,tribuno,,tribune,,tribune,Tribüne,,,tribuna,,tribuna,trybuna,тpибyнa,,,
tribut,tributo,,tribute,,tribut,,,,tributo,tributum,,,,,,
trifoli,trifolio,,,,trèfle,,,,trifoglio,trifolium,,,,,,
trik,triki,,,,triquer,,,,,,,,,,,
trink,trinki,,,,,trinken,,,,,,,,,trinkn,
triobl,triobla,,treble,,,,,,,,,,,,,
trist,trista,,,,triste,,,,triste,tristis,,,,,,
tristec,tristeco,,,,tristesse,,,,tristezza,tristitia,,,,,,
tritik,tritiko,,,,,,,,,triticum,,,,,,
triumf,triumfo,,triumph,,triomphe,Triumph,,,,triumphus,triumfas,triumf,триyмф,,,
trog,trogo,,trough,,,Trog,,,trogolo,,,,,,,
tromp,trompi,,,,tromper,,,,,,,,,,,
tron,trono,,throne,,trône,Thron,,,trono,thronus,,tron,трoн,,,
tropik,tropiko,,tropic,,tropique,,,,tropico,,tropikas,,тpoпик,,,
trot,troti,,trot,,trotter,,,,trottare,,,,,,,
